EBITDA,Free Cash Flow,Total Cash,Total Revenue,Revenue/sh,Enterprise Value,Enterprise To Revenue,Enterprise To EBITDA,Sharpe Ratio,Div Payout Ratio,Consecutive Yrs Div Increase,ROE,ROA,Beneish M,Altman Z,S&P 500 Member,Dow Jones Member,Industry,Sector,Company,Symbol,Risk Score,Risk Category
621259008.0,1698562.5,124812000.0,3340327936.0,50.99,7553678848.0,2.261,12.159,0.3536194314,0.419,28,0.123,0.057,-2.67,3.95,0,0,Medical Instruments & Supplies,Healthcare,"AptarGroup, Inc.",ATR,-11,Low
-6978000.0,-30585750.0,51161000.0,106237000.0,5.45,891201152.0,8.389,-83.93912,0.6021732588,0.3399999999999999,0,0.035,0.027,-2.03,11.12,0,0,Medical Devices,Healthcare,OrthoPediatrics Corp.,KIDS,-3,Low
10424000512.0,4991925248.0,2766000128.0,29070700544.0,32.16,195179519999.9988,12.187,33.987,0.9925826797069996,0.42,6,0.654,0.127,-2.33,7.02,1,0,Drug Manufacturers-General,Healthcare,Eli Lilly and Company,LLY,-12,Low
200795008.0,149875008.0,171427008.0,664238016.0,9.77,5126689280.0,7.718,25.532,0.7723692387,0.3399999999999999,0,0.196,0.11,-1.74,5.83,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,"Lantheus Holdings, Inc.",LNTH,-3,Low
254898000.0,170150256.0,209360000.0,487476992.0,3.5,7507835392.0,15.401,29.454,0.761563255,0.3399999999999999,0,0.997,0.143,-0.49,3.77,0,0,Biotechnology,Healthcare,"Halozyme Therapeutics, Inc.",HALO,-3,Low
871257024.0,154342256.0,1090765056.0,3864218880.0,49.23,13182151680.0,3.411,15.13,0.5177709407,0.3399999999999999,0,0.14,0.087,-2.44,6.08,1,0,Medical Devices,Healthcare,"Align Technology, Inc.",ALGN,-10,Low
-83148000.0,-45261500.0,111738000.0,57693000.0,2.56,226944528.0,3.934,-2.729,0.0390628478,0.3399999999999999,0,1.6675499999999912,-0.7809999999999999,-3.52,-6.56,0,0,Biotechnology,Healthcare,UroGen Pharma Ltd.,URGN,7,High
351215008.0,257726752.0,1534937984.0,1554969984.0,4.88,3878375680.0,2.494,11.043,0.20736638,0.3399999999999999,0,0.131,0.111,-2.37,7.95,0,0,Biotechnology,Healthcare,"Exelixis, Inc.",EXEL,-6,Low
-120397000.0,-60957624.0,233452000.0,481052000.0,9.07,163466240.0,2.402,-1.358,-0.169746065,0.3399999999999999,0,-0.7759999999999999,-0.581,-2.43,0.28,0,0,Biotechnology,Healthcare,"BioXcel Therapeutics, Inc.",BTAI,3,Medium
503600000.0,243337504.0,523100000.0,2536300032.0,15.65,6450776064.0,2.543,12.809,0.5947589757,0.3399999999999999,0,0.064,0.039,-2.17,2.01,0,0,Medical Instruments & Supplies,Healthcare,Envista Holdings Corporation,NVST,-3,Low
-51836556.0,-20939326.0,11717302.0,111865416.0,3.77,59086588.0,0.528,-1.14,0.3457650839,0.3399999999999999,0,-3.37453,-1.28,-3.07,-8.24,0,0,Pharmaceutical Retailers,Healthcare,"LifeMD, Inc.",LFMD,3,Medium
-77544000.0,-81967624.0,154156000.0,65612000.0,0.26,1103185024.0,16.814,-14.227,0.6603743949,0.3399999999999999,0,0.421,-0.3229999999999999,-1.01,-13.5942,0,0,Biotechnology,Healthcare,MannKind Corporation,MNKD,7,High
50416476.0,-8687506.0,7588566.0,7942211.0,0.16,71817288.0,9.042,5.7445,0.3457650839,0.3399999999999999,0,1.6675499999999912,-1.31077,-3.15,-13.5942,0,0,Medical Devices,Healthcare,"Biotricity, Inc.",BTCY,7,High
21840095723.519997,1858749952.0,34621001728.0,145770449999.9992,423.0874999999991,-1066684416.0,-0.005,-0.023,0.3457650839,0.3399999999999999,0,0.156,0.103,-2.48,7.59,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,Dr. Reddy's Laboratories Ltd,RDY,-12,Low
-65123000.0,-21681000.0,36772000.0,13286000.0,0.2,171265312.0,12.891,-2.63,-0.084093668,0.3399999999999999,0,1.6675499999999912,-0.979,-6.6006,-12.34,0,0,Medical Devices,Healthcare,"Accelerate Diagnostics, Inc.",AXDX,7,High
425991008.0,266208624.0,9640000.0,2141481984.0,140.97,7083182592.0,3.308,16.628,0.8050681982,0.046,11,0.389,0.1969999999999999,-2.59,11.72,0,0,Medical Care Facilities,Healthcare,Chemed Corp,CHE,-11,Low
171140000.0,83818000.0,316392992.0,614318016.0,13.69,2905618944.0,4.73,16.978,0.331593981,0.3399999999999999,0,0.0279999999999999,0.011,-1.53,1.75,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,"Pacira BioSciences, Inc.",PCRX,3,Medium
-60143000.0,-30794500.0,28864000.0,83418000.0,1.71,102910016.0,1.234,-1.711,0.3457650839,0.3399999999999999,0,1.6675499999999912,-0.5479999999999999,-3.61,-4.52,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,Redhill Biopharma Ltd.,RDHL,7,High
48343000.0,18860376.0,202490000.0,261654000.0,5.49,3302402560.0,12.621,68.312,0.9329819588,0.3399999999999999,0,0.131,0.103,-1.49,19.75,0,0,Medical Instruments & Supplies,Healthcare,STAAR Surgical Company,STAA,-3,Low
74094000.0,87417872.0,195435008.0,313600992.0,2.03,2046099072.0,6.525,27.615,-0.292851062,0.3399999999999999,0,-0.004,-0.003,-2.34,3.7,0,0,Health Information Services,Healthcare,"Certara, Inc.",CERT,-3,Low
255756000.0,27215000.0,596512000.0,778769984.0,14.09,9930659840.0,12.752,38.829,0.9292358283,0.3399999999999999,0,0.093,0.069,-2.45,9.76,0,0,Medical Instruments & Supplies,Healthcare,Repligen Corporation,RGEN,-3,Low
373500000.0,7275000.0,2754800128.0,2673400064.0,6.87,39665516544.0,14.837,103.55501999999976,0.8559362809,0.3399999999999999,0,0.111,0.046,-2.66,9.76,1,0,Medical Devices,Healthcare,"DexCom, Inc.",DXCM,-10,Low
4871000064.0,4852874752.0,18190000128.0,90511998976.0,423.0874999999991,63960489984.0,0.707,13.131,0.6630262438,0.138,7,0.178,0.06,-2.43,2.03,1,0,Healthcare Plans,Healthcare,Humana Inc.,HUM,-12,Low
-93609000.0,-47112000.0,442151008.0,24087000.0,0.87,369616128.0,15.345,-3.949,0.4074194705,0.3399999999999999,0,-0.425,-0.217,16.190599999999993,0.76,0,0,Biotechnology,Healthcare,"AnaptysBio, Inc.",ANAB,7,High
10793000.0,-3540375.0,3200000.0,453912000.0,15.91,658750592.0,1.451,61.035,0.4842584383,0.3399999999999999,0,0.009,0.002,-2.38,1.44,0,0,Medical Care Facilities,Healthcare,"The Pennant Group, Inc.",PNTG,3,Medium
1124349952.0,117352752.0,273710016.0,3578127104.0,24.5,34656899072.0,9.686,30.824,0.8213915578,0.316,0,0.238,0.158,-2.11,13.02,1,0,Medical Instruments & Supplies,Healthcare,ResMed Inc.,RMD,-10,Low
-77911000.0,-44423156.0,60447000.0,10211000.0,0.08,496101952.0,48.585,-6.368,0.3457650839,0.3399999999999999,0,-0.165,-0.125,-3.07,-0.17,0,0,Biotechnology,Healthcare,Mesoblast Limited,MESO,7,High
15944999936.0,5095124992.0,7896999936.0,22994999296.0,57.2,49365766144.0,2.147,3.096,0.9925826797069996,0.3399999999999999,0,0.7,0.3060599999999995,-1.04,8.78,1,0,Biotechnology,Healthcare,"Moderna, Inc.",MRNA,-10,Low
-14506133.0,-11700791.0,22587378.0,395288.0,0.01,145311936.0,133.02822999999944,-10.017,0.3457650839,0.3399999999999999,0,-0.4879,-0.2778,-3.3,21.38149999999986,0,0,Medical Instruments & Supplies,Healthcare,Zentek Ltd.,ZTEK,1,Medium
21840095723.519997,9961339740.159954,42526998528.0,145770449999.9992,335.5,195179519999.9988,1.66,17.823,0.866657206,0.299,0,0.266,0.086,-2.43,3.9,1,0,Healthcare Plans,Healthcare,UnitedHealth Group Incorporated,UNH,-16,Low
-134075000.0,-248834256.0,944894976.0,94296000.0,0.25,224839824.0,2.384,-1.677,0.3457650839,0.3399999999999999,0,-0.174,-0.1669999999999999,-4.32,13.44,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,Cronos Group Inc. Common Share,CRON,1,Medium
-96203000.0,-27816624.0,275630016.0,6232000.0,0.17,341754560.0,54.839,-3.552,0.3457650839,0.3399999999999999,0,-0.451,-0.352,-2.43,1.2,0,0,Biotechnology,Healthcare,"Stoke Therapeutics, Inc.",STOK,7,High
961358016.0,385847360.0,114362000.0,3308605952.0,39.12,31212222464.0,9.434,32.467,0.7539022906,0.3399999999999999,0,1.1840000000000002,0.261,-2.3,13.3,1,0,Diagnostics & Research,Healthcare,"IDEXX Laboratories, Inc.",IDXX,-10,Low
346161984.0,36549248.0,321096992.0,2909078016.0,53.11,5953645056.0,2.047,17.199,0.9286111014,0.0559999999999999,0,0.195,0.07,-2.42,3.11,0,0,Medical Care Facilities,Healthcare,"The Ensign Group, Inc.",ENSG,-6,Low
18053000.0,38706376.0,440857984.0,262696000.0,4.69,162871504.0,0.62,9.022,0.1665206233,0.3399999999999999,0,0.013,0.011,-3.21,3.1,0,0,Biotechnology,Healthcare,Vanda Pharmaceuticals Inc.,VNDA,-3,Low
-134644000.0,-48162376.0,408505984.0,4648000.0,0.1,585715712.0,126.015,-4.35,0.254485074,0.3399999999999999,0,-0.436,-0.402,-2.43,14.98,0,0,Biotechnology,Healthcare,"Crinetics Pharmaceuticals, Inc.",CRNX,1,Medium
-12322000.0,-3534125.0,72502000.0,256260000.0,2.3,406476704.0,1.586,-32.988,-0.667751955,0.3399999999999999,0,1.6675499999999912,-0.1939999999999999,-2.72,2.0,0,0,Biotechnology,Healthcare,"MiMedx Group, Inc",MDXG,0,Medium
-337272480.0,-72680624.0,348125312.0,2114282.0,0.01,176506096.0,83.483,-0.523,0.3491795099,0.3399999999999999,0,-1.008,-0.741,-3.54,-5.38,0,0,Biotechnology,Healthcare,"Inovio Pharmaceuticals, Inc.",INO,7,High
-27023600.0,-8772704.0,18641716.0,481052000.0,9.07,113530408.0,2.402,-4.201,0.3457650839,0.3399999999999999,0,-3.37453,-1.226,-2.43,2.03,0,0,Biotechnology,Healthcare,BioVie Inc.,BIVI,0,Medium
438300000.0,38050000.0,227400000.0,2380999936.0,27.81,6850272256.0,2.877,15.629,0.6752620245,0.3399999999999999,0,-0.027,-0.005,-2.49,0.94,0,0,Medical Care Facilities,Healthcare,"Surgery Partners, Inc.",SGRY,0,Medium
-22624000.0,-1467625.0,36462000.0,77390000.0,0.81,218351440.0,2.821,-9.651,0.3457650839,0.3399999999999999,0,-3.37453,-0.2014,-4.62,-5.65,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,Theratechnologies Inc.,THTX,7,High
120849000.0,63055876.0,183391008.0,476920000.0,9.89,1419906048.0,2.977,11.749,0.6142115291,0.3399999999999999,0,0.16,0.109,-2.66,5.74,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,"Amphastar Pharmaceuticals, Inc.",AMPH,-3,Low
50416476.0,-30294124.0,155023008.0,481052000.0,9.07,155667568.0,2.402,5.7445,0.5461410222,0.3399999999999999,0,-0.352,-0.327,-2.43,2.03,0,0,Biotechnology,Healthcare,"Viking Therapeutics, Inc.",VKTX,0,Medium
-40224000.0,-6356000.0,196322000.0,300851008.0,10.96,4895364608.0,16.272,-83.93912,0.9925826797069996,0.3399999999999999,0,-0.175,-0.144,-2.15,21.38149999999986,0,0,Medical Devices,Healthcare,"Inspire Medical Systems, Inc.",INSP,-3,Low
1922000000.0,829000000.0,1076999936.0,6658999808.0,22.18,42402578432.0,6.368,22.062,0.710864361,0.196,4,0.243,0.12,-2.33,6.44,1,0,Diagnostics & Research,Healthcare,"Agilent Technologies, Inc.",A,-10,Low
-90046000.0,-112277504.0,425564992.0,481052000.0,9.07,1524301440.0,2.402,-16.928,0.8200764423,0.3399999999999999,0,-0.231,-0.214,-2.43,2.03,0,0,Biotechnology,Healthcare,"Krystal Biotech, Inc.",KRYS,0,Medium
1440000000.0,817500032.0,7880999936.0,30372999168.0,423.0874999999991,15926339584.0,0.524,11.06,0.9633248113,0.3399999999999999,0,0.297,0.067,-2.51,4.57,1,0,Healthcare Plans,Healthcare,Molina Healthcare Inc,MOH,-10,Low
192708992.0,110238496.0,486387008.0,431240000.0,5.22,2495101184.0,5.786,12.948,0.3457650839,0.3399999999999999,0,0.397,0.3060599999999995,-1.15,21.38149999999986,0,0,Medical Devices,Healthcare,InMode Ltd.,INMD,-3,Low
2304000000.0,1249374976.0,700000000.0,10293999616.0,87.61,20300046336.0,1.972,8.811,0.5278329744,0.246,0,0.193,0.092,-2.75,3.72,1,0,Diagnostics & Research,Healthcare,Quest Diagnostics Incorporated,DGX,-10,Low
998001984.0,365507872.0,419793984.0,2900572928.0,47.72,19216777216.0,6.625,19.255,0.5802529567,0.3399999999999999,0,1.6675499999999912,0.228,-2.22,10.52,1,0,Diagnostics & Research,Healthcare,Waters Corporation,WAT,-10,Low
35381000.0,94180248.0,193070000.0,1087825024.0,12.3,2973463808.0,2.733,84.041,0.5889898219,0.3399999999999999,0,-0.019,-0.009,-2.17,1.98,0,0,Health Information Services,Healthcare,"Evolent Health, Inc",EVH,-3,Low
-180388000.0,-145305248.0,417483008.0,203607008.0,1.11,2754899456.0,13.53,-15.272,0.6642368815,0.3399999999999999,0,1.064,-0.354,-2.43,-1.18,0,0,Biotechnology,Healthcare,"BioCryst Pharmaceuticals, Inc.",BCRX,3,Medium
20383000576.0,1698562.5,13265999872.0,46738001920.0,21.7,189136000000.0,4.047,9.279,0.4835215677,0.6829999999999999,13,0.201,0.065,-2.74,2.63,1,0,Drug Manufacturers-General,Healthcare,Bristol-Myers Squibb Company,BMY,-15,Low
785841024.0,401080640.0,79357000.0,5219990016.0,111.73,6019886080.0,1.153,7.66,0.688303873,0.3399999999999999,0,0.434,0.154,-2.29,4.66,0,0,Medical Care Facilities,Healthcare,AMN Healthcare Services Inc AMN,AMN,-6,Low
42124000.0,141896992.0,808854976.0,300732000.0,3.68,-22719628.0,-0.076,-0.539,0.1243629588,0.3399999999999999,0,-0.492,-0.156,1.05,0.38,0,0,Biotechnology,Healthcare,"Alector, Inc.",ALEC,3,Medium
-509702419.52,-317065984.0,638651008.0,723476992.0,7.62,4255057664.0,5.881,-7.632,0.7403301513,0.3399999999999999,0,-1.091,-0.49,-1.88,1.21,0,0,Diagnostics & Research,Healthcare,"Natera, Inc.",NTRA,3,Medium
-506727008.0,-199470496.0,1513707008.0,6164000.0,0.1,736530304.0,119.489,-1.454,0.1774905896,0.3399999999999999,0,-0.3279999999999999,-0.308,16.190599999999993,10.85,0,0,Biotechnology,Healthcare,"Sage Therapeutics, Inc.",SAGE,1,Medium
21840095723.519997,9961339740.159954,33312000000.0,101000000000.0,18.06,195179519999.9988,2.6,6.05,0.5583989271,0.299,10,0.351,0.158,-2.12,3.81,1,0,Drug Manufacturers-General,Healthcare,"Pfizer, Inc.",PFE,-18,Low
1026800000.0,95137504.0,59800000.0,5360500224.0,54.07,8593496064.0,1.603,8.369,0.4033245876,0.361,5,0.153,0.0409999999999999,-3.09,2.54,0,0,Medical Care Facilities,Healthcare,Encompass Health Corporation,EHC,-3,Low
-46723000.0,-31883000.0,260642000.0,33887000.0,0.93,452389152.0,13.35,-9.682,0.8526272304,0.3399999999999999,0,-0.182,-0.163,-1.6,5.34,0,0,Biotechnology,Healthcare,"Adicet Bio, Inc.",ACET,1,Medium
-385584000.0,-232142496.0,819308992.0,6414000.0,0.12,793019520.0,123.639,-2.057,0.0108271799,0.3399999999999999,0,-0.311,-0.2789999999999999,16.190599999999993,5.78,0,0,Biotechnology,Healthcare,"Agios Pharmaceuticals, Inc.",AGIO,1,Medium
-124664000.0,-99355376.0,165372992.0,4835000.0,0.18,-115199760.0,-4.44914,0.924,0.3457650839,0.3399999999999999,0,-0.583,-0.498,-2.43,-4.15,0,0,Medical Devices,Healthcare,Talis Biomedical Corporation,TLIS,7,High
-119628000.0,-99709624.0,370688000.0,42706000.0,1.12,102886632.0,2.409,-0.86,0.3474456203,0.3399999999999999,0,-0.5429999999999999,-0.379,-1.37,0.78,0,0,Biotechnology,Healthcare,Scholar Rock Holding Corporatio,SRRK,7,High
1252718976.0,576057728.0,316327008.0,4773132800.0,47.72,20171005952.0,4.226,16.102,0.9925826797069996,0.3399999999999999,0,-0.001,-0.001,-2.65,3.18,1,0,Medical Devices,Healthcare,STERIS plc (Ireland),STE,-10,Low
70834000.0,21344500.0,52264000.0,130471000.0,2.88,129188264.0,0.99,1.824,0.2446974619,0.3399999999999999,0,0.215,0.078,-2.55,-0.23,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,"Assertio Holdings, Inc.",ASRT,3,Medium
-493603008.0,-325756864.0,852796032.0,96643000.0,1.01,5866925568.0,60.707,-11.886,0.7226630424,0.3399999999999999,0,-1.947,-0.65,0.15,1.22,0,0,Biotechnology,Healthcare,"Apellis Pharmaceuticals, Inc.",APLS,7,High
-214726000.0,-65819124.0,83538000.0,94972000.0,0.93,471133152.0,4.961,-2.194,-0.168062617,0.3399999999999999,0,-3.37453,-0.792,16.190599999999993,-10.19,0,0,Biotechnology,Healthcare,"Heron Therapeutics, Inc.",HRTX,7,High
-143256736.0,-72253656.0,73394640.0,8819786.0,0.23,1711934336.0,133.02822999999944,-11.95,0.8727487382,0.3399999999999999,0,-3.152,-0.919,-2.43,7.82,0,0,Biotechnology,Healthcare,"Axsome Therapeutics, Inc.",AXSM,1,Medium
-100601000.0,-59533876.0,241088000.0,2840000.0,0.09,25254310.0,8.892,-0.251,0.4128162371,0.3399999999999999,0,-0.369,-0.3339999999999999,-6.53,12.88,0,0,Biotechnology,Healthcare,"4D Molecular Therapeutics, Inc.",FDMT,1,Medium
-484958016.0,-366515616.0,132509000.0,6089000.0,0.08,623961728.0,102.474,-1.287,-0.472370014,0.3399999999999999,0,-0.8714,-0.2967,6.4,-12.56,0,0,Biotechnology,Healthcare,"bluebird bio, Inc.",BLUE,7,High
-4730197.0,-332593.0,6075037.0,19247056.0,1.5,38342500.0,1.992,-8.106,0.3457650839,0.3399999999999999,0,-0.573,-0.369,-3.37,6.55,0,0,Medical Devices,Healthcare,"Biomerica, Inc.",BMRA,1,Medium
-370824992.0,-252575248.0,133604000.0,54983000.0,0.16,751590464.0,13.67,-2.027,0.521786081,0.3399999999999999,0,-3.37453,-0.706,-2.65,-6.24,0,0,Biotechnology,Healthcare,"Sorrento Therapeutics, Inc.",SRNE,7,High
3251000064.0,1242125056.0,2752000000.0,7994999808.0,16.93,75007574016.0,9.382,23.072,0.8926841147,0.2789999999999999,0,0.4479999999999999,0.15,-2.37,6.92,1,0,Drug Manufacturers-Specialty & Generic,Healthcare,Zoetis Inc.,ZTS,-10,Low
-295934016.0,-355394624.0,288432000.0,696619008.0,9.78,3330603520.0,4.781,-11.255,0.5963405202,0.3399999999999999,0,1.6675499999999912,-0.299,-2.74,-1.76,0,0,Biotechnology,Healthcare,"PTC Therapeutics, Inc.",PTCT,3,Medium
362836992.0,251610368.0,283580000.0,403820992.0,5.82,1377603584.0,3.411,3.797,0.356510903,0.3399999999999999,0,0.639,0.26,-3.51,2.25,0,0,Biotechnology,Healthcare,"Innoviva, Inc.",INVA,0,Medium
81944000.0,41399624.0,48572000.0,522488992.0,40.38,1483746176.0,2.84,18.107,0.4993649767,0.5589999999999999,8,0.125,0.049,-2.38,3.28,0,0,Medical Care Facilities,Healthcare,"U.S. Physical Therapy, Inc.",USPH,-5,Low
-100599000.0,-46313752.0,176384992.0,7028000.0,0.18,1212052096.0,133.02822999999944,-12.048,0.5232038502,0.3399999999999999,0,-3.37453,-0.75,-0.16,-1.04,0,0,Biotechnology,Healthcare,"Inhibrx, Inc.",INBX,7,High
10896000000.0,5781624832.0,5150000128.0,31249999872.0,43.3,195179519999.9988,6.316,18.115,0.9925826797069996,0.1,2,0.152,0.081,-2.49,4.79,1,0,Diagnostics & Research,Healthcare,Danaher Corporation,DHR,-10,Low
-108968000.0,-68631376.0,44568000.0,8395000.0,5.96,44230036.0,5.269,-0.406,0.1614952815,0.3399999999999999,0,-3.37453,-0.755,-3.05,-11.32,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,"Kala Pharmaceuticals, Inc.",KALA,7,High
279028000.0,260694496.0,31007000.0,1374450048.0,40.92,6972748800.0,5.073,24.989,0.9548150967,0.3399999999999999,0,0.414,0.16,-2.71,4.84,0,0,Diagnostics & Research,Healthcare,"Medpace Holdings, Inc.",MEDP,-6,Low
-60437000.0,-26479876.0,79026000.0,481052000.0,9.07,-31977874.0,2.402,0.529,0.3457650839,0.3399999999999999,0,-0.648,-0.601,-2.43,2.03,0,0,Biotechnology,Healthcare,"Galecto, Inc.",GLTO,0,Medium
54686000.0,29107124.0,32974000.0,151799008.0,6.0,993810304.0,6.547,18.173,0.388237393,0.434,4,0.4589999999999999,0.239,-2.6,10.23,0,0,Health Information Services,Healthcare,National Research Corporation,NRC,-3,Low
1720000.0,4709250.0,1790000.0,26130000.0,4.68,38843964.0,1.487,22.584,0.3457650839,0.3399999999999999,2,-0.1669999999999999,-0.0969999999999999,-3.12,2.26,0,0,Diagnostics & Research,Healthcare,Psychemedics Corporation,PMD,4,High
521300000.0,166262496.0,733600000.0,2475800064.0,16.46,9623471104.0,3.887,18.461,0.6622986752,0.103,0,0.275,0.079,-2.3,4.05,0,0,Medical Devices,Healthcare,Bruker Corporation,BRKR,-6,Low
50416476.0,-8364217.0,13450949.0,2171195.0,0.77,-2428408.0,-1.118,5.7445,0.3457650839,0.3399999999999999,0,-1.777,-0.6829999999999999,-2.43,-12.0,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,"Evoke Pharma, Inc.",EVOK,7,High
-36751000.0,-6019375.0,9014000.0,8256000.0,0.14,40588820.0,4.916,-1.104,0.3457650839,0.3399999999999999,0,-3.37453,-1.045,-3.59,-9.49,0,0,Biotechnology,Healthcare,"Jaguar Health, Inc.",JAGX,7,High
-63718000.0,1698562.5,303700992.0,423439008.0,1.06,167482960.0,0.396,-2.629,0.3457650839,0.3399999999999999,0,-0.149,-0.094,-0.68,-0.79,0,0,Biotechnology,Healthcare,Amarin Corporation plc,AMRN,3,Medium
579203008.0,-14816250.0,118809000.0,2799811072.0,21.02,5255689728.0,1.877,9.074,-0.045648737,0.3399999999999999,0,0.0409999999999999,0.017,-2.7,1.3,0,0,Medical Devices,Healthcare,AdaptHealth Corp.,AHCO,0,Medium
3716999936.0,1691874944.0,21614999552.0,10209999872.0,15.6,3849693440.0,0.377,1.036,0.3457650839,0.3399999999999999,0,0.235,0.21,-2.5,21.38149999999986,0,0,Biotechnology,Healthcare,Genmab A/S,GMAB,-9,Low
18990000.0,36709624.0,122385000.0,617057984.0,6.78,3693347328.0,5.985,103.55501999999976,0.7891368976,0.3399999999999999,0,0.141,0.096,-1.75,12.51,0,0,Health Information Services,Healthcare,"Progyny, Inc.",PGNY,-3,Low
-377697984.0,-172585872.0,874275008.0,45340000.0,0.61,3160064768.0,69.697,-8.367,0.692047966,0.3399999999999999,0,-0.478,-0.377,-2.79,4.73,0,0,Biotechnology,Healthcare,"Intellia Therapeutics, Inc.",NTLA,1,Medium
-28987000.0,-15225375.0,47534000.0,481052000.0,9.07,-17386970.0,2.402,0.6,0.3457650839,0.3399999999999999,0,-0.616,-0.486,-3.32,2.03,0,0,Biotechnology,Healthcare,Regulus Therapeutics Inc.,RGLS,0,Medium
-3520978.0,-1777549.0,12677446.0,22575914.0,0.81,17320388.0,0.767,-4.919,0.3457650839,0.3399999999999999,0,-0.28,-0.184,-1.45,-0.34,0,0,Medical Care Facilities,Healthcare,"Novo Integrated Sciences, Inc.",NVOS,7,High
-61026000.0,-40968752.0,139183008.0,13736000.0,0.03,483980224.0,35.234,-7.931,0.409467435,0.3399999999999999,0,-3.137,0.3060599999999995,-3.58,0.16,0,0,Medical Devices,Healthcare,"Senseonics Holdings, Inc.",SENS,7,High
171882000.0,-12110000.0,176886000.0,795072000.0,9.47,7230844416.0,9.095,42.069,0.3649243047,0.3399999999999999,0,-0.032,-0.019,-2.59,3.03,0,0,Health Information Services,Healthcare,"HealthEquity, Inc.",HQY,-3,Low
15092786.0,6149120.0,52157540.0,47812440.0,3.84,306911776.0,6.419,20.335,0.5821392848,0.3399999999999999,0,0.193,0.168,-1.01,21.38149999999986,0,0,Medical Devices,Healthcare,iRadimed Corporation,IRMD,1,Medium
-223300000.0,116446712.0,1343200000.0,91100000.0,1.75,1247281408.0,13.691,-5.586,0.6874251333,0.3399999999999999,0,-0.361,-0.174,0.18,0.99,0,0,Biotechnology,Healthcare,"Arvinas, Inc.",ARVN,7,High
11111999488.0,-1142100390.4,6531999744.0,37240000512.0,1.86,195179519999.9988,18.257,61.186,0.3457650839,0.046,0,0.966,0.172,-2.18,1.82,0,0,Drug Manufacturers-General,Healthcare,GSK plc,GSK,-3,Low
8550521.0,-4212075.0,9370611.0,90588744.0,6.28,268874400.0,2.968,31.445,0.7849897319,0.5429999999999999,0,0.009,0.003,-2.57,3.26,0,0,Medical Care Facilities,Healthcare,The Joint Corp.,JYNT,1,Medium
46769192.0,-8536462.0,47316492.0,154890704.0,4.63,34254968.0,0.221,0.732,0.3457650839,0.3399999999999999,0,0.29,0.149,-2.36,2.48,0,0,Medical Instruments & Supplies,Healthcare,"Retractable Technologies, Inc.",RVP,0,Medium
285326016.0,-126470872.0,279000.0,2557876992.0,68.92,1607879680.0,0.629,5.635,0.6209227442,0.3399999999999999,0,0.611,0.262,-0.56,6.34,0,0,Medical Care Facilities,Healthcare,"Cross Country Healthcare, Inc.",CCRN,-6,Low
50416476.0,-4160084.0,16016000.0,328800.0,0.12,4889138.0,14.87,5.7445,0.3457650839,0.3399999999999999,0,1.6675499999999912,-1.12,-2.43,0.6,0,0,Medical Devices,Healthcare,"Tenon Medical, Inc.",TNON,7,High
359928000.0,226972752.0,247028992.0,1105598976.0,28.19,11916379136.0,10.778,33.108,0.9371131336,0.172,0,0.17,0.126,-2.51,14.54,1,0,Biotechnology,Healthcare,Bio-Techne Corp,TECH,-10,Low
-53940000.0,-11743750.0,306220000.0,314859008.0,5.95,699136448.0,2.22,-12.961,0.9925826797069996,0.3399999999999999,0,-0.165,-0.135,-2.66,3.0,0,0,Diagnostics & Research,Healthcare,"CareDx, Inc.",CDNA,0,Medium
-1288604.0,-7314868.0,18553224.0,164392560.0,47.25,34723424.0,0.211,-26.947,0.3457650839,0.3399999999999999,0,-0.123,-0.03,-1.42,0.05,0,0,Pharmaceutical Retailers,Healthcare,"China Jo-Jo Drugstores, Inc.",CJJD,3,Medium
12353999872.0,4937999872.0,2919000064.0,44167000064.0,112.53,195179519999.9988,5.02,17.946,0.9925826797069996,0.063,2,0.168,0.076,-2.03,4.26,1,0,Diagnostics & Research,Healthcare,Thermo Fisher Scientific Inc,TMO,-10,Low
-9024363.0,-10140721.0,2687847.0,481052000.0,9.07,11094330.0,2.402,-1.229,0.3457650839,0.3399999999999999,0,1.6675499999999912,-1.31077,-2.43,2.03,0,0,Biotechnology,Healthcare,"Quoin Pharmaceuticals, Ltd.",QNRX,0,Medium
-3633053.0,1328173.0,18216564.0,37866600.0,2.57,37692048.0,0.995,-10.375,0.3457650839,0.3399999999999999,0,-0.172,-0.077,-2.82,0.77,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,Cumberland Pharmaceuticals Inc.,CPIX,7,High
-192879008.0,-156736496.0,185844992.0,67487000.0,1.44,878029760.0,13.01,-4.552,-0.113269575,0.3399999999999999,0,0.943,-0.726,-2.75,-6.38,0,0,Drug Manufacturers-Specialty & Generic,Healthcare,"Esperion Therapeutics, Inc.",ESPR,7,High
